DriverNumber,Driver,Team,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound,TyreLife,FreshTyre,IsPersonalBest,Position,lap_delta,position_change,cumulative_position_change,pit_stop,laps_in_stint,tyre_age_normalized,gap_to_leader,car_ahead_time,car_behind_time,gap_to_ahead,gap_to_behind,lap_time_percentile,gap_to_teammate,rolling_avg_lap_time_3,rolling_std_lap_time_3,rolling_avg_lap_time_5,rolling_std_lap_time_5,rolling_std_lap_time_10,rolling_avg_position_3,rolling_std_sector1time_5,rolling_std_sector2time_5,rolling_std_sector3time_5,personal_bests_count,team_avg_position,team_best_position,worst_lap_so_far,best_position_so_far,race_phase,race_phase_encoded,fresh_tyre_numeric,speed_consistency,max_speed,min_speed,speed_range,speed_i1_to_fl_ratio,driver_team_combo,driver_team_encoded,compound_life_interaction,position_stint_interaction,LapTime
-0.6716293086043121,-1.4342692849701275,0.4703667880444009,-0.9390041159611536,0.2717536236393403,6.58894539159042,0.6525046869688481,-0.47023506750419547,0.9884958184626952,-0.9683565472568264,0.7076310931324612,1.837351547118447,-0.6099021858695889,-1.331230682192687,0.2219483808092377,-0.5230130026078329,0.7483995701048926,3.432708525121239,-6.332627361947542,-2.4935074130522237,6.449806198638841,-1.3212276878138929,-1.736585532526345,5.749971434799422,0.21751987195940872,0.19393234158088848,5.140193282222995,-4.943080444235792,1.6531317803908487,4.4060616455576875,2.99510846757202,2.9839530608336013,2.0547200393108174,2.3535425975270052,1.5078493295639877,-0.044770949776148185,2.5954200197345374,-0.3057643075741069,2.6869743883029824,-1.271445156286686,-0.29516095170980805,-1.0247439483694079,0.5905131174675257,-0.11613674673411752,-1.2414927164159109,-1.2462666093814032,0.2219483808092377,1.837010991556698,1.854264842918015,0.5350511626112635,1.5135788928861909,0.2923603754892978,0.44570561905882944,0.44570561905882944,-0.48164577857649704,0.6169354434770249,117.008
-0.4383207311657933,1.2439834125632199,-1.299741442582055,-1.3105070213704422,-1.3473658682537917,-0.06094660278560088,0.7113148592848341,0.3834543042030618,-0.8566963760010025,-0.4053175721002182,-1.2114193833095288,1.9427601740220168,-0.6099021858695889,-0.7900576207716916,0.2219483808092377,-0.5230130026078329,0.5655909595173443,0.01989554385835005,-0.008659580295689157,0.17374722087181219,-0.15504341823651058,-0.782149074987281,-1.1391201029046683,-0.23663647057256307,0.2620707766214064,0.25127690810656095,-0.05481828143054438,-0.017748438195592523,-0.17292926716171225,0.001159876348810173,0.1350113772946424,-0.3573462053512931,0.11671361908119593,-0.4404693164238079,0.3524994452364686,0.5684902915305744,-0.3383521413262225,-0.111775372397024,-0.3809708329716301,-0.7634633165885587,0.630143291017423,0.9736122979357774,-1.0952435210709017,1.110497652655983,-1.2414927164159109,-1.2462666093814032,0.2219483808092377,2.240258358583831,1.9607728754243285,-0.762473288654774,2.2229686388330077,0.15435755246571045,-0.23789687857955544,-0.23789687857955544,-0.48164577857649704,-0.4196718359913394,99.039
-0.2438969166336942,-1.7913696446412404,1.5324317264202745,1.0423447128883851,0.2717536236393403,-0.2223706511984549,-0.7029980651922798,-0.41075219515298556,0.19769916369253904,0.9084400365985346,1.3473145852797912,-0.37622961785652037,-0.6099021858695889,0.8334615634912942,0.2219483808092377,-0.5230130026078329,-0.16564348283284883,0.05545950213576107,-0.008659580295689157,0.5071540501123166,-0.15504341823651058,0.8350867634925546,0.6005586480525674,-0.10900152710536821,0.16404037690027512,0.14247045675857642,-0.06387121386971105,-0.06544520255876801,-0.17292926716171225,-0.07312611933343945,-0.6425025650028948,-0.42256466609931614,-0.6926672812099149,-0.46958177226735404,-0.7087381673582799,-0.16742319803749256,-0.35393626994787647,-0.303423497553793,-0.5084974902789059,1.2684640422039506,0.21889696091643143,0.17426979941370327,0.776138317677172,-1.3427711461242182,-0.005801367833719293,1.1975058904873093,0.2219483808092377,-0.8227863100268054,-0.38240383971456987,0.9675593130332761,-0.8172731295104925,-0.7825434692980865,-1.6051018738563252,-1.6051018738563252,-0.48164577857649704,-0.0741360761685513,96.876
-0.7493988344171517,-0.7200685656279016,-1.6537630887073462,-0.0721640033394804,0.2717536236393403,-0.16112863283129686,-0.18087848658206668,0.24576247005672974,-0.06589972123084635,-1.3437158640278986,-1.2114193833095288,-1.3249072599886493,-0.6099021858695889,0.11189748159663383,0.2219483808092377,-0.5230130026078329,0.5655909595173443,0.0095448395835808,1.0453350499796197,-0.15965960836869228,-0.15504341823651058,0.11631527972373881,-0.5298123278109504,-0.19894117638795383,0.21816420322518124,0.20532714236062607,-0.07566745916923767,-0.008003937949353578,0.19228294234880028,-0.0023552338569778506,-0.16316144523693082,-0.35742326082226017,-0.12557743113026748,-0.4185585173724417,-0.5021584756931436,0.6911425397919188,-0.33313992218306954,-0.16349159554641446,-0.5048886124215265,-0.2554814768904314,0.8357664560679188,0.9736122979357774,0.3305402253246568,0.9060585860909665,1.2298899807484722,-0.024380359447047025,0.2219483808092377,-0.824533605002305,-1.340976132271392,-0.762473288654774,-0.9186145217886091,0.8035424300027343,1.1293081166972143,1.1293081166972143,-0.48164577857649704,0.4787211395479097,98.009
1.3114935996230983,0.8868830528921069,0.4703667880444009,-1.4962584740750864,-1.3473658682537917,-0.1480306289030612,0.0873532749566927,-0.4041429871139614,-0.5930974910776171,0.3454010614419262,0.3877893470587962,1.731942920214877,1.6396071750000636,-1.0606441514821892,0.2219483808092377,-0.5230130026078329,-1.2624951463581384,0.017241517121228477,-0.008659580295689157,-0.15965960836869228,-0.15504341823651058,-1.0516883814005868,-0.821559695983903,-0.6139200728939919,0.19897233623752317,0.20551242367411798,-0.061676563581428596,0.08687672234298242,-1.6429084104415235,-0.2755964671866269,-0.36661052096182667,-0.36720167684677046,-0.16055266744816785,-0.03286637987080705,-0.2661391808497419,-1.271293432389593,-0.36763632685496234,-0.0770178306632612,-0.28548304939494534,-1.271445156286686,-1.0148420293865432,-1.0247439483694079,-2.1305798700053318,-0.9338930129941847,-1.2414927164159109,-1.2462666093814032,0.2219483808092377,1.615424891366608,1.7477568104117014,0.3187970874002573,1.5135788928861909,-0.7563045674126183,-0.5796981273987479,-0.5796981273987479,0.32734821520797897,-1.1107433556369155,97.643
-0.7493988344171517,-0.7200685656279016,-1.6537630887073462,1.2900133164945775,0.2717536236393403,-0.3278626828366792,-0.906682076628131,-0.42286907655785805,-1.120295260924388,-0.9683565472568264,0.3877893470587962,-1.3249072599886493,-0.6099021858695889,2.0961987068069496,0.2219483808092377,1.911998353795848,0.19997373834224771,0.018568530489787394,-0.008659580295689157,0.5071540501123166,-0.15504341823651058,2.0929368600879825,1.1342282165829272,-0.16818975218471635,0.15727489860966226,0.13950595574271,-0.1472679248244959,0.03379483942267779,-0.17292926716171225,-0.3088728438013935,-0.7693690742221259,-0.3922986048068745,-0.8134908248535724,-0.45504113280271724,-0.5079900685607087,0.20053354674654092,-0.34820738810691076,-0.3511189438218115,-0.4829987430080988,2.5384186414492684,0.5273317084921751,0.5739410486747403,0.3305402253246568,0.49718045296093283,-0.005801367833719293,1.1975058904873093,0.2219483808092377,-1.1780084412219172,-1.340976132271392,0.3187970874002573,-1.4253214831791925,-1.1808977070138542,1.1293081166972143,1.1293081166972143,-0.48164577857649704,0.20229253168967917,96.425
-0.904937886042831,-0.541518385792345,0.8243884341696921,-0.9390041159611536,0.2717536236393403,6.5439873781070155,0.5076308478489828,-0.2906849157773821,-2.1746908006179293,-0.029958255329145957,1.6671563313534563,2.4698033085398663,-0.6099021858695889,-1.331230682192687,0.2219483808092377,-0.5230130026078329,1.2968254018675374,3.5808032170525452,-7.38662199222285,-2.826914242292728,6.449806198638841,-1.3212276878138929,-1.6499781488206817,5.728478503904687,0.22253645110006728,0.1904583169529195,5.092459638452827,-4.945644786405857,1.4705256756355929,4.411685821886943,2.9140210442130874,3.001917398752636,1.9772834976817697,2.356463897719053,1.4844616137723545,0.3231857950078853,2.589834887058354,-0.14529774486225872,2.6062143284883716,-0.5094723967394951,1.0413896211184146,0.9736122979357774,0.5799385004529537,0.08830231983089927,-1.2414927164159109,-1.2462666093814032,0.2219483808092377,2.4328528587187717,2.4933130379558963,1.1838133882442823,1.817603069720541,-2.882438870938212,1.3002087411068106,1.3002087411068106,-0.48164577857649704,1.0315783552643707,116.943
-0.904937886042831,-0.541518385792345,0.8243884341696921,0.05167029846361577,0.2717536236393403,-0.16431463378681382,0.1777201251007713,-0.36228466953347227,-1.6474930307711586,0.3454010614419262,1.6671563313534563,1.9427601740220168,-0.6099021858695889,0.11189748159663383,0.2219483808092377,-0.5230130026078329,0.19997373834224771,0.05811352887287887,-0.008659580295689157,-0.8264732668497011,-0.15504341823651058,0.11631527972373881,1.0009609002570106,-0.2280392982146749,0.20578383818997778,0.20477129842015104,-0.0871893731827314,0.0686698929355349,0.009676837593544008,-0.04734864449102249,-0.30244674902466,-0.350539185420597,-0.28246289852632456,-0.42371298093048254,-0.7210340042147567,0.20053354674654092,-0.36547463373582517,-0.19222664092992262,-0.34086577418022174,-0.0014905570413677519,-0.08953778665931225,-0.025565825216815254,0.5799385004529537,0.08830231983089927,1.2298899807484722,-0.024380359447047025,0.2219483808092377,1.7585741907572396,1.9607728754243285,1.1838133882442823,1.3108961083299575,-2.464182942375805,1.3002087411068106,1.3002087411068106,-0.48164577857649704,0.20229253168967917,97.698
1.3114935996230983,0.8868830528921069,0.4703667880444009,-0.13408115424102848,0.2717536236393403,-0.14130462688585954,-0.3099739867878881,-0.5153979891041967,-0.06589972123084635,0.7207603782129984,-0.5717358911621988,0.25622214356489886,-0.6099021858695889,-0.3390800695875289,0.2219483808092377,-0.5230130026078329,-1.2624951463581384,0.02148795990062226,-0.008659580295689157,-0.15965960836869228,-0.15504341823651058,-0.33291689763177107,-0.821559695983903,-0.5636596806478418,0.17195644673691154,0.17202282626049833,0.0008709696346551595,-0.00646533264731564,-1.2685658956932486,-0.21958904457445788,-0.47168326324225335,-0.40381562132642573,-0.5586424976211833,-0.49840802698241166,-0.5748301545283943,-1.271293432389593,-0.3595691723217358,-0.35203432280301045,-0.48168768057862127,-1.0174542364376225,-0.6035956992855517,-1.0247439483694079,0.13954637339992207,-0.9338930129941847,1.2298899807484722,-0.024380359447047025,0.2219483808092377,0.21487388708436808,0.25664435532331153,-0.3299651382327615,0.3988235778269075,0.3442213289101259,-0.5796981273987479,-0.5796981273987479,-0.48164577857649704,-0.9034218997432427,97.284
-0.282781679540114,1.4225335923987765,0.8243884341696921,0.5470075056760004,1.8908731155324723,-0.2082106469517136,-0.5495178593920261,-0.4305798192700582,1.515693588309466,0.7207603782129984,0.3877893470587962,-0.27082099095295054,-0.6099021858695889,-1.2410351719558543,0.2219483808092377,1.911998353795848,0.9312081806924408,-4.725504262112605,-0.008659580295689157,-2.4935074130522237,-0.15504341823651058,-1.231381252342791,-1.1830513844944974,-0.3722072654470496,0.9594213008348215,0.1786003128894525,-4.7694757632359925,0.10149347271234266,-0.3555353719169683,-0.11624480452439666,2.269704761306963,3.0036006549755156,1.3674506085116611,2.2913602401619966,1.3949946842302265,0.6298164156612467,2.5057833194799524,-0.06104309925616793,2.3920573703248955,-0.2554814768904314,1.1442012036436624,1.3732835471968143,0.48281471033449863,0.08830231983089927,-0.005801367833719293,1.1975058904873093,0.2219483808092377,-0.5465759059065144,-0.2758958072082563,0.3187970874002573,-0.4119075603980258,0.9420679909923247,-0.06699625416995923,-0.06699625416995923,-0.48164577857649704,1.7917570268745044,97.005
