DriverNumber,Driver,Team,LapNumber,LapTime,Stint,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound,TyreLife,FreshTyre,IsPersonalBest,Position,lap_delta,position_change,cumulative_position_change,pit_stop,pit_stop_count,laps_in_stint,tyre_age_normalized,leader_lap_time,gap_to_leader,car_ahead_time,car_behind_time,gap_to_ahead,gap_to_behind,lap_time_percentile,team_avg_lap_time,gap_to_teammate,rolling_avg_lap_time_3,rolling_std_lap_time_3,rolling_avg_lap_time_5,rolling_std_lap_time_5,rolling_avg_lap_time_10,rolling_std_lap_time_10,rolling_avg_position_3,rolling_avg_position_5,rolling_std_sector1time_5,rolling_std_sector2time_5,rolling_std_sector3time_5,laps_completed,personal_bests_count,team_avg_position,team_best_position,best_lap_so_far,worst_lap_so_far,avg_lap_so_far,best_position_so_far,worst_position_so_far,race_progress,race_phase,race_phase_encoded,compound_age_ratio,fresh_tyre_numeric,speed_consistency,max_speed,min_speed,speed_range,speed_i1_to_fl_ratio,speed_improvement,driver_team_combo,driver_team_encoded,compound_life_interaction,position_stint_interaction
23,0,9,1.0,91.479,1.0,20.229,40.146,22.03,165.0,168.0,253.0,276.0,1,5.0,False,False,10.0,0.0,0.0,0.0,False,0,1,0.1388888888888889,83.34,8.138999999999996,90.523,92.413,0.9560000000000031,0.9339999999999975,0.5,91.946,-0.46699999999999875,91.479,0.0,91.479,0.0,91.479,0.0,10.0,10.0,0.0,0.0,0.0,1,0,10.5,10.0,91.479,91.479,91.479,10.0,10.0,0.01282051282051282,early,0,0.0684931506849315,0,57.367238037053866,276.0,165.0,111.0,0.6496062992125984,88.0,0_9,0,5.0,10.0
23,0,9,2.0,112.152,1.0,38.401,47.108,26.643,73.0,169.0,189.0,224.0,1,6.0,False,True,10.0,20.673000000000002,-0.0,0.0,False,0,2,0.16666666666666666,104.634,7.518000000000001,112.308,111.609,-0.1560000000000059,-0.5430000000000064,0.9,111.8805,0.2715000000000032,101.8155,14.618018487469499,101.8155,14.618018487469499,101.8155,14.618018487469499,10.0,10.0,12.849544427721945,4.922877410620743,3.261883581613543,2,1,10.5,10.0,91.479,112.152,101.8155,10.0,10.0,0.02564102564102564,early,0,0.0821917808219178,0,64.62906982671704,224.0,73.0,151.0,0.38421052631578945,116.0,0_9,0,6.0,10.0
23,0,9,3.0,108.346,1.0,30.845,48.338,29.163,127.0,141.0,143.0,237.0,1,7.0,False,True,10.0,-3.8059999999999974,-0.0,0.0,False,0,3,0.19444444444444445,108.106,0.2400000000000091,108.504,108.386,-0.15800000000000125,0.03999999999999204,0.15,108.366,-0.01999999999999602,103.99233333333332,11.00268341511894,103.99233333333332,11.00268341511894,103.99233333333332,11.00268341511894,10.0,10.0,9.128838699418456,4.417601309911674,3.6173161782367504,3,2,10.5,10.0,91.479,112.152,103.99233333333332,10.0,10.0,0.038461538461538464,early,0,0.0958904109589041,0,50.50412524404978,237.0,127.0,110.0,0.8819444444444444,16.0,0_9,0,7.0,10.0
23,0,9,4.0,96.006,1.0,29.942,44.769,21.295,99.0,175.0,254.0,264.0,1,8.0,False,True,10.0,-12.340000000000003,-0.0,0.0,False,0,4,0.2222222222222222,82.127,13.879000000000005,95.354,96.808,0.652000000000001,0.8020000000000067,0.4,96.40700000000001,-0.40100000000001046,105.50133333333333,8.440522811611457,101.99575,9.831144808718872,101.99575,9.831144808718872,10.0,10.0,7.453895150635451,3.6133089521010158,3.7589516601485213,4,3,10.5,10.0,91.479,112.152,101.99575,10.0,10.0,0.05128205128205128,early,0,0.1095890410958904,0,77.07572034477957,264.0,99.0,165.0,0.38823529411764707,155.0,0_9,0,8.0,10.0
23,0,9,5.0,80.465,1.0,21.014,38.074,21.377,181.0,171.0,261.0,277.0,1,9.0,False,True,10.0,-15.540999999999997,-0.0,0.0,False,0,5,0.25,75.576,4.88900000000001,80.766,80.58,-0.30100000000000193,0.11499999999999488,0.55,80.52250000000001,-0.05750000000000455,94.93900000000001,13.971091832781003,97.6896,12.85313951141899,97.6896,12.85313951141899,10.0,10.0,7.569704003460111,4.431427986552417,3.5940387866577064,5,4,10.5,10.0,80.465,112.152,97.6896,10.0,10.0,0.0641025641025641,early,0,0.1232876712328767,0,54.24327915358117,277.0,171.0,106.0,0.6908396946564885,80.0,0_9,0,9.0,10.0
23,0,9,6.0,81.426,1.0,21.354,38.432,21.64,182.0,172.0,253.0,277.0,1,10.0,False,False,10.0,0.9609999999999985,-0.0,0.0,False,0,6,0.2777777777777778,74.855,6.570999999999998,81.542,81.056,-0.11599999999999966,-0.37000000000000455,0.95,81.241,0.18500000000000227,85.96566666666666,8.708449938613265,95.679,14.718469281824111,94.979,13.275792646768778,10.0,10.0,7.289298230968467,4.822836323160884,3.6539700053503448,6,4,10.5,10.0,80.465,112.152,94.979,10.0,10.0,0.07692307692307693,early,0,0.136986301369863,0,51.90375708944392,277.0,172.0,105.0,0.7165354330708661,71.0,0_9,0,10.0,10.0
23,0,9,7.0,81.287,1.0,21.272,38.715,21.3,177.0,174.0,262.0,270.0,1,11.0,False,False,10.0,-0.1389999999999958,-0.0,0.0,False,0,7,0.3055555555555556,75.058,6.228999999999999,81.507,81.577,-0.21999999999999886,0.28999999999999204,0.9,81.432,-0.14499999999999602,81.05933333333333,0.5193787956139068,89.506,12.367029170338363,93.02300000000001,13.177775887202412,10.0,10.0,5.039871506298552,4.642569687145256,3.473226093993883,7,4,10.5,10.0,80.465,112.152,93.02300000000001,10.0,10.0,0.08974358974358974,early,0,0.1506849315068493,0,52.366496923128246,270.0,174.0,96.0,0.6730038022813688,85.0,0_9,0,11.0,10.0
23,0,9,8.0,80.471,1.0,21.348,37.673,21.45,182.0,181.0,260.0,279.0,1,12.0,False,False,10.0,-0.8160000000000025,-0.0,0.0,False,0,8,0.3333333333333333,77.626,2.844999999999999,80.351,80.384,0.12000000000000455,-0.0870000000000033,0.7368421052631579,80.42750000000001,0.04349999999999454,81.06133333333334,0.5159460566118809,83.931,6.764912083685927,91.45400000000001,12.982302679307042,10.0,10.0,3.8909826522358157,2.953189005126488,0.14220161743105833,8,4,10.5,10.0,80.465,112.152,91.45400000000001,10.0,10.0,0.10256410256410256,early,0,0.1643835616438356,0,51.39714648369758,279.0,181.0,98.0,0.6973180076628352,78.0,0_9,0,12.0,10.0
23,0,9,9.0,84.151,1.0,21.405,40.877,21.869,178.0,160.0,262.0,259.0,1,13.0,False,False,10.0,3.6799999999999926,-0.0,0.0,False,0,9,0.3611111111111111,76.467,7.6839999999999975,84.55,83.673,-0.3990000000000009,-0.47799999999999443,0.9473684210526315,83.912,0.2389999999999901,81.96966666666667,1.9326472345809425,81.56,1.5158093547672344,90.64255555555556,12.3854204118301,10.0,10.0,0.15535057128985674,1.2493293000646284,0.22896004018170668,9,4,10.5,10.0,80.465,112.152,90.64255555555556,10.0,10.0,0.11538461538461539,early,0,0.1780821917808219,0,53.35025773133622,262.0,160.0,102.0,0.6768060836501901,84.0,0_9,0,13.0,10.0
23,0,9,10.0,81.528,1.0,21.435,38.773,21.32,188.0,176.0,264.0,267.0,1,14.0,False,False,10.0,-2.6229999999999905,-0.0,0.0,False,0,10,0.3888888888888889,76.782,4.746000000000009,81.421,81.668,0.10699999999999932,0.14000000000000057,0.7894736842105263,81.59800000000001,-0.07000000000000739,82.05000000000001,1.8947197681979342,81.77260000000001,1.3934415308866959,89.7311,12.027545796120574,10.0,10.0,0.062319338893186825,1.1919790266611126,0.23948528138490788,10,4,10.5,10.0,80.465,112.152,89.7311,10.0,10.0,0.1282051282051282,early,0,0.1917808219178082,0,48.472500795124375,267.0,176.0,91.0,0.7094339622641509,76.0,0_9,0,14.0,10.0
23,0,9,11.0,79.447,1.0,21.057,37.217,21.173,196.0,176.0,263.0,271.0,1,15.0,False,True,10.0,-2.081000000000003,-0.0,0.0,False,0,11,0.4166666666666667,76.256,3.1910000000000025,79.348,79.43,0.09900000000000375,-0.016999999999995907,0.5789473684210527,79.4385,0.008499999999997954,81.70866666666667,2.357198407714832,81.3768,1.751550227655454,88.5279,12.428405533293477,10.0,10.0,0.1511036068400905,1.4130548467770006,0.2682728089091559,11,5,10.5,10.0,79.447,112.152,88.79618181818182,10.0,10.0,0.14102564102564102,early,0,0.2054794520547945,0,47.58501164582534,271.0,176.0,95.0,0.7424242424242424,67.0,0_9,0,15.0,10.0
23,0,9,12.0,79.66,1.0,21.127,37.603,20.93,181.0,179.0,264.0,275.0,1,16.0,False,False,10.0,0.21299999999999386,-0.0,0.0,False,0,12,0.4444444444444444,76.3,3.3599999999999994,79.771,80.134,-0.1110000000000042,0.47400000000000375,0.6842105263157895,79.89699999999999,-0.23699999999999477,80.21166666666666,1.1449420654920743,81.0514,1.915830446568769,85.2787,9.45842317196687,10.0,10.0,0.17121273317158678,1.4860850581309162,0.34927682430989937,12,5,10.5,10.0,79.447,112.152,88.03483333333334,10.0,10.0,0.15384615384615385,early,0,0.2191780821917808,0,51.87404617596999,275.0,179.0,96.0,0.6830188679245283,83.0,0_9,0,16.0,10.0
23,0,9,13.0,79.244,1.0,21.144,37.2,20.9,187.0,175.0,264.0,278.0,1,17.0,False,True,10.0,-0.4159999999999968,-0.0,0.0,False,0,13,0.4722222222222222,75.988,3.2560000000000002,79.391,79.149,-0.14700000000000557,-0.09499999999999886,0.7368421052631579,79.1965,0.04749999999999943,79.45033333333333,0.20802003108640532,80.80600000000001,2.0802854371455606,82.36850000000001,4.997561121853976,10.0,10.0,0.17357937665542358,1.5594531092661832,0.3931339466390661,13,6,10.5,10.0,79.244,112.152,87.35861538461539,10.0,10.0,0.16666666666666666,early,0,0.2328767123287671,0,52.50396810400778,278.0,175.0,103.0,0.7056603773584905,77.0,0_9,0,17.0,10.0
23,0,9,14.0,79.817,1.0,21.334,37.341,21.142,182.0,180.0,261.0,281.0,1,18.0,False,False,10.0,0.5729999999999933,-0.0,0.0,False,0,14,0.5,76.106,3.7109999999999985,79.572,79.429,0.24499999999999034,-0.387999999999991,0.8947368421052632,79.62299999999999,0.19400000000000261,79.57366666666665,0.2960951423667694,79.9392,0.9141573715722767,80.74960000000002,1.4568202970090105,10.0,10.0,0.15828234266678462,0.660703564391744,0.17617321022223442,14,6,10.5,10.0,79.244,112.152,86.81992857142858,10.0,10.0,0.1794871794871795,early,0,0.2465753424657534,0,52.605449654321305,281.0,180.0,101.0,0.6946564885496184,79.0,0_9,0,18.0,10.0
23,0,9,15.0,80.143,1.0,20.872,37.708,21.563,186.0,174.0,262.0,273.0,1,19.0,False,False,10.0,0.3260000000000076,-0.0,0.0,False,0,15,0.5277777777777778,75.509,4.634,80.161,79.999,-0.018000000000000682,-0.14400000000000546,0.9473684210526315,80.071,0.07200000000000273,79.73466666666666,0.455120130661357,79.6622,0.3450865108924686,80.7174,1.4673303952718122,10.0,10.0,0.1666004201677948,0.23026658463605074,0.26538142361515676,15,6,10.5,10.0,79.244,112.152,86.37480000000001,10.0,10.0,0.19230769230769232,early,0,0.2602739726027397,0,50.95341009196539,273.0,174.0,99.0,0.7072243346007605,76.0,0_9,0,19.0,10.0
23,0,9,16.0,80.692,1.0,21.145,38.161,21.386,185.0,173.0,262.0,269.0,1,20.0,False,False,10.0,0.5489999999999924,-0.0,0.0,False,0,16,0.5555555555555556,74.914,5.777999999999992,80.692,80.697,0.0,0.005000000000009663,0.7105263157894737,80.6945,-0.002500000000011937,80.21733333333333,0.44221073407736977,79.9112,0.5432565692193057,80.64399999999999,1.446151290686835,10.0,10.0,0.164661167249858,0.37196814379722637,0.28782842111231344,16,6,10.5,10.0,79.244,112.152,86.019625,10.0,10.0,0.20512820512820512,early,0,0.273972602739726,0,50.2618145315109,269.0,173.0,96.0,0.7034220532319392,77.0,0_9,0,20.0,10.0
23,0,9,17.0,80.978,1.0,21.574,38.014,21.39,176.0,175.0,263.0,274.0,1,21.0,False,False,10.0,0.28600000000000136,-0.0,0.0,False,0,17,0.5833333333333334,74.659,6.318999999999988,80.979,81.06,-0.0010000000000047748,0.08200000000000784,0.631578947368421,81.019,-0.04100000000001103,80.60433333333333,0.4243469492446883,80.1748,0.6906603362000145,80.6131,1.4341370188683267,10.0,10.0,0.26010805446984075,0.4150020481876634,0.25826188259208366,17,6,10.5,10.0,79.244,112.152,85.72305882352941,10.0,10.0,0.21794871794871795,early,0,0.2876712328767123,0,53.88258840602717,274.0,175.0,99.0,0.6666666666666666,87.0,0_9,0,21.0,10.0
23,0,9,18.0,80.235,1.0,21.198,37.628,21.409,190.0,180.0,262.0,266.0,1,22.0,False,False,10.0,-0.742999999999995,-0.0,0.0,False,0,18,0.6111111111111112,74.821,5.4140000000000015,80.225,80.143,0.010000000000005116,-0.09199999999999875,0.9473684210526315,80.189,0.04600000000000648,80.63499999999999,0.37476525986268105,80.37299999999999,0.4606696213121796,80.5895,1.438669852483219,10.0,10.0,0.2575942545944795,0.3242164400519461,0.15090559963105118,18,6,10.5,10.0,79.244,112.152,85.41816666666666,10.0,10.0,0.23076923076923078,early,0,0.3013698630136986,0,45.822119840385675,266.0,180.0,86.0,0.7224334600760456,72.0,0_9,0,22.0,10.0
23,0,9,19.0,79.279,1.0,21.045,37.003,21.231,197.0,175.0,264.0,282.0,1,23.0,False,False,10.0,-0.9560000000000031,-0.0,0.0,False,0,19,0.6388888888888888,75.049,4.22999999999999,79.333,79.522,-0.054000000000002046,0.2430000000000092,0.5789473684210527,79.4005,-0.1214999999999975,80.16399999999999,0.8517223726073575,80.2654,0.6478188790085662,80.1023,0.766480274443355,10.0,10.0,0.25932739924675485,0.4478098926999678,0.11770598965221321,19,6,10.5,10.0,79.244,112.152,85.09505263157895,10.0,10.0,0.24358974358974358,early,0,0.3150684931506849,0,51.552562173636595,282.0,175.0,107.0,0.7433962264150943,67.0,0_9,0,23.0,10.0
23,0,9,20.0,77.928,1.0,20.723,36.668,20.537,196.0,183.0,256.0,276.0,1,24.0,False,True,10.0,-1.350999999999999,-0.0,0.0,False,0,20,0.6666666666666666,74.807,3.120999999999995,77.398,77.855,0.5300000000000011,-0.07299999999999329,0.5263157894736842,77.89150000000001,0.03649999999998954,79.14733333333334,1.1591222253641638,79.82239999999999,1.2395451988531723,79.7423,0.8619350387997702,10.0,10.0,0.3060285934354607,0.6435446371464497,0.37231210025999517,20,7,10.5,10.0,77.928,112.152,84.7367,10.0,10.0,0.2564102564102564,early,0,0.3287671232876712,0,45.228125467825144,276.0,183.0,93.0,0.7626459143968871,60.0,0_9,0,24.0,10.0
23,0,9,21.0,77.096,1.0,20.289,36.265,20.542,198.0,188.0,257.0,277.0,1,25.0,False,True,10.0,-0.8319999999999936,-0.0,0.0,False,0,21,0.6944444444444444,75.248,1.847999999999999,77.057,77.461,0.03900000000000148,0.3649999999999949,0.42105263157894735,77.27850000000001,-0.18250000000000455,78.101,1.10173454152975,79.10319999999999,1.5997420729605192,79.5072,1.2041303731553359,10.0,10.0,0.48659706123248203,0.7082056904600198,0.44567331084552325,21,8,10.5,10.0,77.096,112.152,84.37285714285714,10.0,10.0,0.2692307692307692,early,0,0.3424657534246575,0,43.688289811649376,277.0,188.0,89.0,0.7674418604651163,59.0,0_9,0,25.0,10.0
23,0,9,22.0,77.001,1.0,20.27,36.252,20.479,197.0,186.0,256.0,278.0,1,26.0,False,True,10.0,-0.09499999999999886,-0.0,0.0,False,0,22,0.7222222222222222,73.818,3.183000000000007,76.734,77.064,0.2670000000000101,0.06299999999998818,0.47368421052631576,77.0325,-0.03149999999999409,77.34166666666665,0.509996405215828,78.30780000000001,1.4122466852501767,79.2413,1.4375918173574125,10.0,10.0,0.42463337127466877,0.5753205193628596,0.44372716842674015,22,9,10.5,10.0,77.001,112.152,84.03777272727272,10.0,10.0,0.28205128205128205,early,0,0.3561643835616438,0,44.731607020837814,278.0,186.0,92.0,0.7665369649805448,59.0,0_9,0,26.0,10.0
23,0,9,23.0,76.556,1.0,20.223,36.046,20.287,201.0,188.0,257.0,276.0,1,27.0,False,True,10.0,-0.4450000000000074,-0.0,0.0,False,0,23,0.75,75.012,1.543999999999997,76.784,76.75,-0.22800000000000864,0.19400000000000261,0.2631578947368421,76.65299999999999,-0.0969999999999942,76.88433333333333,0.28828515975169355,77.572,1.0753438984809423,78.9725,1.6696082873934823,10.0,10.0,0.36069516215232683,0.3840334620836425,0.35949575797221167,23,10,10.5,10.0,76.556,112.152,83.71247826086956,10.0,10.0,0.2948717948717949,early,0,0.3698630136986301,0,42.61846235299126,276.0,188.0,88.0,0.7790697674418605,56.0,0_9,0,27.0,10.0
23,0,9,24.0,76.954,1.0,20.329,36.173,20.452,199.0,188.0,256.0,278.0,1,28.0,False,False,10.0,0.39799999999999613,-0.0,0.0,False,0,24,0.7777777777777778,75.181,1.7729999999999961,76.712,77.018,0.24199999999999022,0.06400000000000716,0.47368421052631576,76.98599999999999,-0.031999999999996476,76.837,0.24448517337401968,77.107,0.5030924368346732,78.6862,1.7521355731410568,10.0,10.0,0.20273677515461908,0.23332102348469883,0.10368847573387628,24,10,10.5,10.0,76.556,112.152,83.430875,10.0,10.0,0.3076923076923077,early,0,0.3835616438356164,0,43.60714773214746,278.0,188.0,90.0,0.77431906614786,57.0,0_9,0,28.0,10.0
23,0,9,25.0,77.653,1.0,20.319,36.62,20.714,201.0,184.0,255.0,277.0,1,29.0,False,False,10.0,0.6990000000000123,-0.0,0.0,False,0,25,0.8055555555555556,74.4,3.253,77.59,80.726,0.06300000000000239,3.0729999999999933,0.5263157894736842,79.18950000000001,-1.5365000000000038,77.05433333333333,0.5553398358960672,77.05199999999999,0.3941313232924526,78.4372,1.6982028932569706,10.0,10.0,0.04234383072060947,0.2135572522766363,0.154546756679054,25,10,10.5,10.0,76.556,112.152,83.19976000000001,10.0,10.0,0.32051282051282054,early,0,0.3972602739726027,0,43.927022814360335,277.0,184.0,93.0,0.78515625,54.0,0_9,0,29.0,10.0
23,0,9,26.0,77.264,1.0,20.321,36.319,20.624,202.0,187.0,257.0,278.0,1,30.0,False,False,10.0,-0.38900000000001,-0.0,0.0,False,0,26,0.8333333333333334,74.714,2.549999999999997,77.456,79.31,-0.19200000000000728,2.0460000000000065,0.42105263157894735,78.287,-1.0230000000000103,77.29033333333332,0.3502432488044248,77.0856,0.40580820593016215,78.09440000000001,1.5301486638013406,10.0,10.0,0.04523052067018008,0.21452855287804204,0.1648171714355475,26,10,10.5,10.0,76.556,112.152,82.97146153846153,10.0,10.0,0.3333333333333333,middle,1,0.410958904109589,0,43.44344983232033,278.0,187.0,91.0,0.7829457364341085,55.0,0_9,0,30.0,10.0
23,0,9,27.0,77.185,1.0,20.491,36.25,20.444,199.0,186.0,257.0,277.0,1,31.0,False,False,10.0,-0.07899999999999352,-0.0,0.0,False,0,27,0.8611111111111112,74.533,2.652000000000001,77.04,79.588,0.14499999999999602,2.4029999999999916,0.631578947368421,78.3865,-1.2014999999999958,77.36733333333332,0.25052810886820076,77.1224,0.4045593899543733,77.71509999999999,1.1616735485208574,10.0,10.0,0.09663746685470952,0.2146003261878857,0.16725190581878194,27,10,10.5,10.0,76.556,112.152,82.75714814814816,10.0,10.0,0.34615384615384615,middle,1,0.4246575342465753,0,44.10120935605583,277.0,186.0,91.0,0.7713178294573644,58.0,0_9,0,31.0,10.0
23,0,9,28.0,76.701,1.0,20.151,36.15,20.4,204.0,186.0,257.0,277.0,1,32.0,False,False,9.0,-0.48400000000000887,1.0,1.0,False,0,28,0.8888888888888888,74.618,2.0829999999999984,76.902,94.005,-0.20100000000000762,17.304000000000002,0.42105263157894735,78.15899999999999,-1.4579999999999984,77.05,0.30481305746265236,77.1514,0.3561029345572048,77.3617,0.7870448314209157,9.666666666666666,9.8,0.12027135984969688,0.18964519503522043,0.13511180555382507,28,10,10.0,9.0,76.556,112.152,82.54085714285713,9.0,10.0,0.358974358974359,middle,1,0.4383561643835616,0,42.99612385630438,277.0,186.0,91.0,0.7906976744186046,53.0,0_9,0,32.0,9.0
