DriverNumber,Driver,Team,LapNumber,LapTime,Stint,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound,TyreLife,FreshTyre,IsPersonalBest,Position
12,2,6,14.0,79.075,1.0,20.941,37.25,20.884,185.0,186.0,269.0,276.0,0,14.0,True,False,13.0
12,2,6,15.0,79.858,1.0,21.196,37.149,21.513,180.0,183.0,269.0,277.0,0,15.0,True,False,13.0
12,2,6,16.0,80.745,1.0,21.282,37.63,21.833,176.0,179.0,267.0,273.0,0,16.0,True,False,13.0
12,2,6,17.0,81.182,1.0,21.379,38.201,21.602,178.0,171.0,267.0,275.0,0,17.0,True,False,13.0
12,2,6,18.0,80.136,1.0,21.209,37.516,21.411,183.0,183.0,262.0,277.0,0,18.0,True,False,13.0
12,2,6,19.0,79.624,1.0,21.185,37.413,21.026,185.0,183.0,267.0,277.0,0,19.0,True,False,13.0
12,2,6,20.0,78.842,1.0,21.039,37.139,20.664,177.0,180.0,259.0,277.0,0,20.0,True,True,13.0
12,2,6,21.0,77.914,1.0,20.697,36.624,20.593,195.0,183.0,259.0,281.0,0,21.0,True,True,13.0
12,2,6,22.0,77.273,1.0,20.267,36.522,20.484,199.0,185.0,260.0,280.0,0,22.0,True,True,13.0
12,2,6,23.0,76.973,1.0,20.207,36.409,20.357,197.0,189.0,259.0,280.0,0,23.0,True,True,13.0
12,2,6,24.0,76.939,1.0,20.121,36.475,20.343,197.0,187.0,259.0,281.0,0,24.0,True,True,13.0
12,2,6,25.0,78.777,1.0,20.214,37.279,21.284,193.0,184.0,261.0,277.0,0,25.0,True,False,13.0
12,2,6,26.0,79.479,1.0,20.996,37.076,21.407,191.0,182.0,261.0,280.0,0,26.0,True,False,13.0
12,2,6,27.0,79.446,1.0,20.948,37.236,21.262,181.0,185.0,261.0,278.0,0,27.0,True,False,13.0
12,2,6,28.0,79.91,1.0,21.114,37.371,21.425,183.0,177.0,260.0,278.0,0,28.0,True,False,13.0
12,2,6,29.0,79.074,1.0,20.758,37.135,21.181,182.0,185.0,267.0,279.0,0,29.0,True,False,13.0
12,2,6,30.0,80.406,1.0,20.671,38.489,21.246,184.0,184.0,268.0,277.0,0,30.0,True,False,13.0
12,2,6,31.0,79.809,1.0,20.787,38.307,20.715,186.0,182.0,260.0,279.0,0,31.0,True,False,13.0
12,2,6,32.0,79.689,1.0,20.573,38.474,20.642,189.0,180.0,260.0,279.0,0,32.0,True,False,13.0
12,2,6,33.0,79.344,1.0,21.751,36.692,20.901,192.0,185.0,259.0,282.0,0,33.0,True,False,13.0
12,2,6,34.0,78.763,1.0,20.539,37.141,21.083,197.0,184.0,262.0,278.0,0,34.0,True,False,13.0
12,2,6,35.0,79.458,1.0,20.79,37.287,21.381,194.0,180.0,245.0,279.0,0,35.0,True,False,13.0
12,2,6,36.0,79.869,1.0,21.743,37.315,20.811,189.0,182.0,263.0,279.0,0,36.0,True,False,13.0
12,2,6,37.0,78.87,1.0,20.664,37.192,21.014,190.0,185.0,262.0,278.0,0,37.0,True,False,12.0
12,2,6,38.0,78.381,1.0,20.42,36.824,21.137,197.0,182.0,261.0,283.0,0,38.0,True,False,12.0
12,2,6,39.0,78.721,1.0,20.541,37.138,21.042,192.0,184.0,263.0,281.0,0,39.0,True,False,12.0
12,2,6,40.0,78.95,1.0,20.619,36.977,21.354,193.0,182.0,269.0,282.0,0,40.0,True,False,12.0
12,2,6,41.0,78.06,1.0,20.508,37.053,20.499,197.0,181.0,260.0,282.0,0,41.0,True,False,12.0
12,2,6,42.0,77.12,1.0,19.908,36.563,20.649,196.0,185.0,261.0,279.0,0,42.0,True,False,12.0
12,2,6,43.0,78.31,1.0,20.302,37.134,20.874,198.0,184.0,264.0,280.0,0,43.0,True,False,12.0
12,2,6,44.0,78.885,1.0,20.499,37.336,21.05,197.0,180.0,264.0,283.0,0,44.0,True,False,12.0
12,2,6,45.0,79.251,1.0,20.606,37.764,20.881,194.0,183.0,267.0,280.0,0,45.0,True,False,12.0
12,2,6,46.0,79.265,1.0,20.771,37.538,20.956,189.0,184.0,270.0,280.0,0,46.0,True,False,12.0
12,2,6,47.0,80.131,1.0,20.815,37.708,21.608,192.0,179.0,269.0,280.0,0,47.0,True,False,12.0
12,2,6,48.0,78.844,1.0,20.868,37.126,20.85,193.0,185.0,260.0,283.0,0,48.0,True,False,12.0
12,2,6,49.0,78.328,1.0,20.305,37.143,20.88,192.0,182.0,261.0,281.0,0,49.0,True,False,12.0
12,2,6,50.0,79.093,1.0,20.512,37.647,20.934,199.0,181.0,260.0,282.0,0,50.0,True,False,12.0
12,2,6,51.0,80.341,1.0,20.229,37.04,23.072,189.0,187.0,219.0,280.0,0,51.0,True,False,12.0
12,2,6,52.0,81.962,1.0,20.907,38.99,22.065,197.0,177.0,237.0,274.0,0,52.0,True,False,12.0
12,2,6,53.0,79.263,1.0,20.832,37.707,20.724,197.0,169.0,260.0,278.0,0,53.0,True,False,12.0
12,2,6,54.0,79.603,1.0,20.688,38.191,20.724,179.0,172.0,258.0,278.0,0,54.0,True,False,12.0
12,2,6,55.0,78.966,1.0,20.677,37.527,20.762,192.0,177.0,257.0,274.0,0,55.0,True,False,12.0
12,2,6,56.0,78.296,1.0,20.473,37.243,20.58,207.0,179.0,258.0,278.0,0,56.0,True,False,12.0
12,2,6,57.0,78.511,1.0,20.627,37.248,20.636,198.0,179.0,258.0,278.0,0,57.0,True,False,12.0
12,2,6,58.0,78.393,1.0,20.159,37.398,20.836,204.0,179.0,258.0,276.0,0,58.0,True,False,12.0
12,2,6,59.0,79.056,1.0,20.727,37.674,20.655,202.0,176.0,257.0,273.0,0,59.0,True,False,12.0
12,2,6,60.0,78.697,1.0,20.506,37.512,20.679,201.0,181.0,258.0,271.0,0,60.0,True,False,12.0
12,2,6,61.0,78.59,1.0,20.36,37.429,20.801,193.0,174.0,257.0,274.0,0,61.0,True,False,12.0
12,2,6,62.0,78.448,1.0,20.225,37.461,20.762,196.0,176.0,256.0,276.0,0,62.0,True,False,12.0
12,2,6,63.0,78.884,1.0,20.595,37.367,20.922,199.0,172.0,258.0,277.0,0,63.0,True,False,12.0
12,2,6,64.0,78.457,1.0,20.502,37.262,20.693,196.0,180.0,257.0,277.0,0,64.0,True,False,12.0
12,2,6,65.0,77.696,1.0,19.753,37.437,20.506,203.0,180.0,258.0,276.0,0,65.0,True,False,12.0
12,2,6,66.0,77.398,1.0,20.053,37.23,20.115,191.0,188.0,258.0,271.0,0,66.0,True,False,12.0
12,2,6,67.0,75.551,1.0,19.626,36.005,19.92,204.0,191.0,258.0,276.0,0,67.0,True,True,12.0
12,2,6,68.0,75.019,1.0,19.471,35.837,19.711,211.0,191.0,259.0,276.0,0,68.0,True,True,12.0
12,2,6,69.0,94.121,1.0,19.786,36.682,37.653,200.0,183.0,259.0,276.0,0,69.0,True,False,18.0
12,2,6,70.0,79.503,2.0,23.648,36.183,19.672,197.0,192.0,260.0,281.0,1,1.0,True,False,18.0
12,2,6,71.0,91.512,2.0,19.316,34.86,37.336,214.0,196.0,259.0,282.0,1,2.0,True,False,18.0
