DriverNumber,Driver,Team,LapNumber,LapTime,Stint,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound,TyreLife,FreshTyre,Position,lap_delta,position_change,cumulative_position_change,pit_stop,pit_stop_count,laps_in_stint,tyre_age_normalized,rolling_avg_lap_time_3,rolling_std_lap_time_3,rolling_avg_lap_time_5,rolling_std_lap_time_5,rolling_avg_lap_time_10,rolling_std_lap_time_10,rolling_avg_position_3,rolling_avg_position_5,rolling_std_sector1time_5,rolling_std_sector2time_5,rolling_std_sector3time_5,laps_completed,personal_bests_count,race_progress,race_phase,race_phase_encoded,fresh_tyre_numeric,speed_consistency,max_speed,min_speed,speed_range,speed_i1_to_fl_ratio,speed_improvement,position_stint_interaction
23,0,8,22.0,80.542,2.0,21.096,38.036,21.41,181.0,171.0,256.0,262.0,0,21.0,True,9.0,-0.394999999999996,-0.0,4.0,False,1,21,0.2763157894736842,80.613,0.2949796597247022,80.4252,0.3388018589210346,80.6658,0.4172403515788224,9.0,9.0,0.1433118976219443,0.2497432681774233,0.1874801322806468,22,8,0.282051282051282,0,0,1,48.155996511338024,262.0,171.0,91.0,0.7042801556420234,75.0,18.0
23,0,8,23.0,80.143,2.0,21.17,37.722,21.251,180.0,172.0,262.0,272.0,0,22.0,True,9.0,-0.3990000000000009,-0.0,4.0,False,1,22,0.2894736842105263,80.54066666666667,0.3970016788183848,80.44539999999999,0.3122103451334577,80.53810000000001,0.3509091206930871,9.0,9.0,0.1414012022579816,0.2404489550818237,0.1842606849004121,23,8,0.2948717948717949,0,0,1,52.79835856034415,272.0,172.0,100.0,0.6844106463878327,82.0,18.0
23,0,8,24.0,80.517,2.0,21.307,37.772,21.438,179.0,172.0,257.0,271.0,0,23.0,True,9.0,0.3739999999999952,-0.0,4.0,False,1,23,0.3026315789473684,80.40066666666667,0.2234957113337546,80.4998,0.2915779477401676,80.5307,0.3504495682326962,9.0,9.0,0.1454939861300195,0.2411932834884521,0.1554895494879569,24,8,0.3076923076923077,0,0,1,51.493527101309866,271.0,172.0,99.0,0.6937984496124031,78.0,18.0
23,0,8,25.0,80.323,2.0,21.153,37.773,21.397,186.0,174.0,256.0,276.0,0,24.0,True,9.0,-0.1940000000000026,-0.0,4.0,False,1,24,0.3157894736842105,80.32766666666667,0.1870436659835393,80.4924,0.2964418992119135,80.5039,0.3555363552078442,9.0,9.0,0.1485789352499283,0.1719063698643622,0.0725651431471661,25,8,0.3205128205128205,0,0,1,50.556898639058154,276.0,174.0,102.0,0.7237354085603113,70.0,18.0
23,0,8,26.0,80.463,2.0,21.302,37.698,21.463,183.0,175.0,256.0,275.0,0,25.0,True,9.0,0.1400000000000005,-0.0,4.0,False,1,25,0.3289473684210526,80.43433333333333,0.1001265848043946,80.3976,0.1656586840716199,80.4709,0.3407277992882372,9.0,9.0,0.0943678970837166,0.1357357727349004,0.0827447883553305,26,8,0.3333333333333333,2,1,1,50.645006334945464,275.0,175.0,100.0,0.7120622568093385,73.0,18.0
23,0,8,27.0,80.509,2.0,21.314,37.738,21.457,180.0,170.0,256.0,277.0,0,26.0,True,9.0,0.0460000000000064,-0.0,4.0,False,1,26,0.3421052631578947,80.43166666666667,0.0968779282633126,80.39099999999999,0.1589905645261351,80.40809999999999,0.2501517092730687,9.0,9.0,0.0803971392526038,0.0324160454086982,0.0878419034400342,27,8,0.3461538461538461,2,1,1,53.67417131793156,277.0,170.0,107.0,0.7003891050583657,76.0,18.0
23,0,8,28.0,79.51,2.0,21.281,37.151,21.078,191.0,179.0,263.0,278.0,0,27.0,True,9.0,-0.9989999999999952,-0.0,4.0,False,1,27,0.3552631578947368,80.16066666666667,0.5639630599467579,80.2644,0.4288447266882306,80.3549,0.3662778087842401,9.0,9.0,0.0673223588416401,0.2675243914112032,0.1633839037358604,28,9,0.358974358974359,2,1,1,49.98249693642766,278.0,179.0,99.0,0.7234848484848485,72.0,18.0
23,0,8,29.0,80.271,2.0,21.124,37.342,21.805,186.0,183.0,253.0,278.0,0,28.0,True,9.0,0.7609999999999957,-0.0,4.0,False,1,28,0.3684210526315789,80.09666666666668,0.5218182949882976,80.21520000000001,0.406129535503503,80.3575,0.3655024698001466,9.0,9.0,0.0892899770411138,0.2779303869675516,0.2583292472794515,29,9,0.3717948717948718,2,1,1,47.88179890800539,278.0,183.0,95.0,0.7322834645669292,67.0,18.0
23,0,8,30.0,81.439,2.0,21.906,38.215,21.318,193.0,174.0,255.0,272.0,0,29.0,True,9.0,1.1679999999999922,-0.0,4.0,False,1,29,0.3815789473684211,80.40666666666665,0.9716297303935166,80.4384,0.6886107751178081,80.4654,0.5006152213771232,9.0,9.0,0.3009597979797336,0.4095396195729247,0.2639710211367302,30,9,0.3846153846153846,2,1,1,47.346242371139304,272.0,174.0,98.0,0.75390625,62.0,18.0
23,0,8,31.0,80.941,2.0,21.376,37.952,21.613,188.0,173.0,255.0,275.0,0,30.0,True,9.0,-0.4979999999999904,-0.0,4.0,False,1,30,0.3947368421052631,80.88366666666667,0.5861069296508341,80.534,0.7250937867671841,80.4658,0.5010353279704604,9.0,9.0,0.2976343394166776,0.4352175318159142,0.277652120467263,31,9,0.3974358974358974,2,1,1,49.84225115301274,275.0,173.0,102.0,0.734375,67.0,18.0
23,0,8,32.0,80.148,2.0,21.103,37.794,21.251,189.0,175.0,257.0,276.0,0,31.0,True,9.0,-0.7930000000000064,-0.0,4.0,False,1,31,0.4078947368421052,80.84266666666666,0.6510931830273771,80.4618,0.7458804861426238,80.4264,0.5097923759150654,9.0,9.0,0.3264728166325678,0.4378089766095897,0.2920436611193062,32,9,0.4102564102564102,2,1,1,49.728429159452304,276.0,175.0,101.0,0.7325581395348837,68.0,18.0
23,0,8,33.0,79.491,2.0,21.117,37.286,21.088,186.0,181.0,264.0,276.0,0,32.0,True,9.0,-0.6569999999999965,-0.0,4.0,False,1,32,0.4210526315789473,80.19333333333334,0.7260622101339149,80.458,0.7519654244766573,80.3612,0.5860547565306761,9.0,9.0,0.3439152511884319,0.3986040642039886,0.2891963001145895,33,10,0.4230769230769231,2,1,1,50.22200712834962,276.0,181.0,95.0,0.7018867924528301,78.0,18.0
23,0,8,34.0,79.134,2.0,21.073,37.168,20.893,190.0,183.0,265.0,278.0,0,33.0,True,9.0,-0.3569999999999993,-0.0,4.0,False,1,33,0.4342105263157895,79.59100000000001,0.5143432702495918,80.2306,0.9645285374774044,80.22290000000001,0.6977438959381005,9.0,9.0,0.352034799416197,0.4445615817858507,0.2685950483534108,34,11,0.4358974358974359,2,1,1,49.44357052910587,278.0,183.0,95.0,0.7142857142857143,75.0,18.0
23,0,8,35.0,78.816,2.0,20.981,36.918,20.917,193.0,182.0,266.0,278.0,0,34.0,True,9.0,-0.3179999999999978,-0.0,4.0,False,1,34,0.4473684210526316,79.14699999999999,0.3376877250521875,79.706,0.8494259824188161,80.0722,0.8248812439018602,9.0,9.0,0.1473634961583199,0.434827322048576,0.2952639497127484,35,12,0.4487179487179487,2,1,1,49.23667332385485,278.0,182.0,96.0,0.7228464419475655,73.0,18.0
23,0,8,36.0,81.628,2.0,21.372,38.669,21.587,180.0,172.0,255.0,273.0,0,35.0,True,9.0,2.8119999999999976,-0.0,4.0,False,1,35,0.4605263157894737,79.85933333333334,1.539940691385373,79.8434,1.1136160916618454,80.18870000000001,0.9577710291707902,9.0,9.0,0.1456955730281564,0.693775179723183,0.285180995159167,36,12,0.4615384615384615,2,1,1,51.43928459844674,273.0,172.0,101.0,0.703125,75.0,18.0
